	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	kegg_id	kegg_hit	kegg_RBH	kegg_identity	kegg_bitScore	kegg_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_hits	vogdb_description	vogdb_categories	heme_regulatory_motif_count
PKUV01_ENA|PKUV01000128|PKUV01000128.1_17	PKUV01	ENA|PKUV01000128|PKUV01000128.1	17	21912	22844	1	A		aba:Acid345_0435  hypothetical protein	True	0.6559999999999999	378.0	1.3949999999999994e-115								Cytochrome C oxidase, cbb3-type, subunit III [PF13442.6]				2
PKUV01_ENA|PKUV01000128|PKUV01000128.1_18	PKUV01	ENA|PKUV01000128|PKUV01000128.1	18	22879	23580	1	C		aba:Acid345_0436  hypothetical protein	False	0.629	294.0	6.303999999999997e-88								CarboxypepD_reg-like domain [PF13715.6]; Carboxypeptidase regulatory-like domain [PF13620.6]; PEGA domain [PF08308.11]				0
PKUV01_ENA|PKUV01000128|PKUV01000128.1_19	PKUV01	ENA|PKUV01000128|PKUV01000128.1	19	23667	24470	1	A	K02275	aba:Acid345_0437  cytochrome c oxidase, subunit II; K02275 cytochrome c oxidase subunit II [EC:1.9.3.1]	True	0.731	396.0	2.003e-122								Cytochrome C oxidase subunit II, periplasmic domain [PF00116.20]				0
PKUV01_ENA|PKUV01000128|PKUV01000128.1_20	PKUV01	ENA|PKUV01000128|PKUV01000128.1	20	24530	26311	1	A	K02274	aba:Acid345_0438  cytochrome-c oxidase; K02274 cytochrome c oxidase subunit I [EC:1.9.3.1]	True	0.775	933.0	2.9119999999999963e-302								Cytochrome C and Quinol oxidase polypeptide I [PF00115.20]				0
PKUV01_ENA|PKUV01000128|PKUV01000128.1_21	PKUV01	ENA|PKUV01000128|PKUV01000128.1	21	26355	27032	1	C	K02276	aba:Acid345_0439  cytochrome c oxidase subunit III; K02276 cytochrome c oxidase subunit III [EC:1.9.3.1]	False	0.537	209.0	2.05e-58								Cytochrome c oxidase subunit III [PF00510.18]				0
PKUV01_ENA|PKUV01000128|PKUV01000128.1_22	PKUV01	ENA|PKUV01000128|PKUV01000128.1	22	27057	27677	1	C	K02276	aba:Acid345_0440  cytochrome c oxidase subunit III; K02276 cytochrome c oxidase subunit III [EC:1.9.3.1]	False	0.672	277.0	1.449e-82								Cytochrome c oxidase subunit III [PF00510.18]				0
PKUV01_ENA|PKUV01000128|PKUV01000128.1_23	PKUV01	ENA|PKUV01000128|PKUV01000128.1	23	27704	28018	1	C		aba:Acid345_0441  hypothetical protein	False	0.44	78.0	1.879e-15												0
PKUV01_ENA|PKUV01000128|PKUV01000128.1_24	PKUV01	ENA|PKUV01000128|PKUV01000128.1	24	28069	28344	1	C		aba:Acid345_0442  hypothetical protein	False	0.537	68.0	4.049e-12												0
PKUV01_ENA|PKUV01000128|PKUV01000128.1_25	PKUV01	ENA|PKUV01000128|PKUV01000128.1	25	28429	29607	-1	C		sen:SACE_4783  secretory lipase	False	0.373	247.0	5.360999999999998e-69								Secretory lipase [PF03583.14]				0
PKUV01_ENA|PKUV01000128|PKUV01000128.1_26	PKUV01	ENA|PKUV01000128|PKUV01000128.1	26	29722	29985	1	C		aba:Acid345_0442  hypothetical protein	False	0.494	72.0	1.953e-13												0
PKUV01_ENA|PKUV01000128|PKUV01000128.1_27	PKUV01	ENA|PKUV01000128|PKUV01000128.1	27	30471	31514	-1	A	K01620	tjr:TherJR_2416  aromatic amino acid beta-eliminating lyase/threonine aldolase; K01620 threonine aldolase [EC:4.1.2.5]	True	0.65	436.0	1.0769999999999995e-134								Beta-eliminating lyase [PF01212.21]; Aminotransferase class-V [PF00266.19]				0
PKUV01_ENA|PKUV01000128|PKUV01000128.1_28	PKUV01	ENA|PKUV01000128|PKUV01000128.1	28	31982	33094	1	C		aba:Acid345_2818  secretion protein HlyD	False	0.488	322.0	5.366999999999998e-95								Barrel-sandwich domain of CusB or HlyD membrane-fusion [PF16576.5]; HlyD family secretion protein [PF13437.6]				0
PKUV01_ENA|PKUV01000128|PKUV01000128.1_29	PKUV01	ENA|PKUV01000128|PKUV01000128.1	29	33275	36388	1	A	K03296	aba:Acid345_2817  hydrophobe/amphiphile efflux-1 HAE1; K03296 hydrophobic/amphiphilic exporter-1 (mainly G- bacteria), HAE1 family	True	0.6459999999999999	1306.0	0.0								AcrB/AcrD/AcrF family [PF00873.19]; Protein export membrane protein [PF02355.16]				0
PKUV01_ENA|PKUV01000128|PKUV01000128.1_30	PKUV01	ENA|PKUV01000128|PKUV01000128.1	30	36715	37302	1	C		sus:Acid_1401  transport-associated protein	False	0.6629999999999999	194.0	4.840999999999999e-54								BON domain [PF04972.17]				0
PKUV01_ENA|PKUV01000128|PKUV01000128.1_31	PKUV01	ENA|PKUV01000128|PKUV01000128.1	31	37520	38527	1	A	K07566	aba:Acid345_4092  translation factor SUA5; K07566 tRNA threonylcarbamoyladenosine biosynthesis protein	True	0.638	416.0	4.3309999999999977e-128								Telomere recombination [PF01300.18]; Putative GTP-binding controlling metal-binding [PF03481.13]				0
PKUV01_ENA|PKUV01000128|PKUV01000128.1_32	PKUV01	ENA|PKUV01000128|PKUV01000128.1	32	38703	39905	-1	A	K00058	kra:Krad_1513  D-3-phosphoglycerate dehydrogenase; K00058 D-3-phosphoglycerate dehydrogenase [EC:1.1.1.95]	True	0.563	429.0	2.152999999999999e-131								D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain [PF02826.19]; D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain [PF00389.30]		sp|P44501|DDH_HAEIN 2-hydroxyacid dehydrogenase homolog; Xh	Xh	0
PKUV01_ENA|PKUV01000128|PKUV01000128.1_33	PKUV01	ENA|PKUV01000128|PKUV01000128.1	33	40181	40798	1	C	K04564	ttr:Tter_0340  Superoxide dismutase (EC:1.15.1.1); K04564 superoxide dismutase, Fe-Mn family [EC:1.15.1.1]	False	0.789	328.0	3.0119999999999997e-100								Iron/manganese superoxide dismutases, C-terminal domain [PF02777.18]; Iron/manganese superoxide dismutases, alpha-hairpin domain [PF00081.22]				0
PKUV01_ENA|PKUV01000128|PKUV01000128.1_34	PKUV01	ENA|PKUV01000128|PKUV01000128.1	34	41284	41568	1	E																		0
PKUV01_ENA|PKUV01000128|PKUV01000128.1_35	PKUV01	ENA|PKUV01000128|PKUV01000128.1	35	42486	45533	1	A	K00525	aba:Acid345_1124  vitamin B12-dependent ribonucleotide reductase; K00525 ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]	True	0.755	1552.0	0.0								Ribonucleotide reductase, barrel domain [PF02867.15]; Class II vitamin B12-dependent ribonucleotide reductase [PF08471.10]		sp|P00452|RIR1_ECOLI Ribonucleoside-diphosphate reductase 1 subunit alpha; XhXr	Xr;Xh	0
PKUV01_ENA|PKUV01000128|PKUV01000128.1_36	PKUV01	ENA|PKUV01000128|PKUV01000128.1	36	45766	47892	1	A		nii:Nit79A3_1940  hypothetical protein	True	0.348	366.0	5.666999999999997e-105								SIR2-like domain [PF13289.6]				0
PKUV01_ENA|PKUV01000128|PKUV01000128.1_37	PKUV01	ENA|PKUV01000128|PKUV01000128.1	37	48849	49199	1	E																		0
PKUV01_ENA|PKUV01000128|PKUV01000128.1_38	PKUV01	ENA|PKUV01000128|PKUV01000128.1	38	49224	49664	-1	C		xce:Xcel_1724  hypothetical protein	False	0.36	84.0	1.206e-16								Protein of unknown function (DUF1761) [PF08570.10]				0
PKUV01_ENA|PKUV01000128|PKUV01000128.1_39	PKUV01	ENA|PKUV01000128|PKUV01000128.1	39	49785	50243	-1	C		acm:AciX9_3357  ribonuclease H	False	0.585	157.0	5.5609999999999994e-42								Reverse transcriptase-like [PF13456.6]; RNase H [PF00075.24]		sp|B8HPS9|RNH_CYAP4 Ribonuclease H; Xu	Xu	0
PKUV01_ENA|PKUV01000128|PKUV01000128.1_40	PKUV01	ENA|PKUV01000128|PKUV01000128.1	40	50331	51086	-1	C		aca:ACP_2298  Ser/Thr protein phosphatase family protein	False	0.598	293.0	3.564999999999998e-87								Calcineurin-like phosphoesterase superfamily domain [PF12850.7]				0
PKUV01_ENA|PKUV01000128|PKUV01000128.1_41	PKUV01	ENA|PKUV01000128|PKUV01000128.1	41	51269	52318	-1	A	K02031	aba:Acid345_0091  oligopeptide/dipeptide ABC transporter, ATPase subunit; K02031 peptide/nickel transport system ATP-binding protein	True	0.626	405.0	3.853999999999998e-124								ABC transporter [PF00005.27]; Oligopeptide/dipeptide transporter, C-terminal region [PF08352.12]; Zinc-uptake complex component A periplasmic [PF01297.17]				0
PKUV01_ENA|PKUV01000128|PKUV01000128.1_42	PKUV01	ENA|PKUV01000128|PKUV01000128.1	42	52504	52974	1	C		ams:AMIS_34350  hypothetical protein	False	0.353	70.0	9.742e-12								Domain of unknown function (DUF4440) [PF14534.6]				0
PKUV01_ENA|PKUV01000128|PKUV01000128.1_43	PKUV01	ENA|PKUV01000128|PKUV01000128.1	43	53177	53623	-1	C		aba:Acid345_0036  L-asparaginase	False	0.624	172.0	2.893e-47								SnoaL-like domain [PF13474.6]; Domain of unknown function (DUF4440) [PF14534.6]				0
PKUV01_ENA|PKUV01000128|PKUV01000128.1_44	PKUV01	ENA|PKUV01000128|PKUV01000128.1	44	53904	54386	-1	C		aba:Acid345_0195  hypothetical protein	False	0.732	217.0	1.6249999999999994e-62												0
PKUV01_ENA|PKUV01000128|PKUV01000128.1_45	PKUV01	ENA|PKUV01000128|PKUV01000128.1	45	54557	54928	1	C	K12339	acm:AciX9_2862  pyridoxal-5'-phosphate-dependent protein subunit beta; K12339 cysteine synthase B [EC:2.5.1.47]	False	0.381	73.0	3.384e-13												0
PKUV01_ENA|PKUV01000128|PKUV01000128.1_46	PKUV01	ENA|PKUV01000128|PKUV01000128.1	46	54964	55398	1	C		aca:ACP_2891  Mov34/MPN/PAD-1 family protein	False	0.741	217.0	7.770999999999997e-63	MER0174831	M67B	MER0174831 - Mec peptidase (Acidobacterium capsulatum) [M67.009]#M67B#{peptidase unit: 12-140}~source ACO31414~	False	0.799	207.0	1.464e-60	Prokaryotic homologs of the JAB domain [PF14464.6]; JAB1/Mov34/MPN/PAD-1 ubiquitin protease [PF01398.21]				0
PKUV01_ENA|PKUV01000128|PKUV01000128.1_47	PKUV01	ENA|PKUV01000128|PKUV01000128.1	47	55406	56194	-1	C		trs:Terro_1889  serine phosphatase RsbU, regulator of sigma subunit	False	0.335	136.0	6.0399999999999996e-33								Stage II sporulation protein E (SpoIIE) [PF07228.12]				0
PKUV01_ENA|PKUV01000128|PKUV01000128.1_48	PKUV01	ENA|PKUV01000128|PKUV01000128.1	48	56603	56878	1	C		sus:Acid_0756  sulfur transfer protein ThiS	False	0.614	111.0	5.524e-27								ThiS family [PF02597.20]				0
PKUV01_ENA|PKUV01000128|PKUV01000128.1_49	PKUV01	ENA|PKUV01000128|PKUV01000128.1	49	56996	58180	1	A	K11996	aca:ACP_2889  rhodanese/MoeB/ThiF domain protein; K11996 adenylyltransferase and sulfurtransferase	True	0.721	577.0	1.0239999999999993e-182								ThiF family [PF00899.21]; Rhodanese-like domain [PF00581.20]				0
PKUV01_ENA|PKUV01000128|PKUV01000128.1_50	PKUV01	ENA|PKUV01000128|PKUV01000128.1	50	58285	59175	1	C		aba:Acid345_4431  PEGA domain-containing protein	False	0.586	276.0	1.7569999999999993e-80								PEGA domain [PF08308.11]				0
PKUV01_ENA|PKUV01000128|PKUV01000128.1_51	PKUV01	ENA|PKUV01000128|PKUV01000128.1	51	59767	60153	-1	E																		0
PKUV01_ENA|PKUV01000129|PKUV01000129.1_1	PKUV01	ENA|PKUV01000129|PKUV01000129.1	1	1	246	-1	E																		0
PKUV01_ENA|PKUV01000129|PKUV01000129.1_2	PKUV01	ENA|PKUV01000129|PKUV01000129.1	2	357	896	-1	C	K01159	aba:Acid345_3618  crossover junction endodeoxyribonuclease RuvC; K01159 crossover junction endodeoxyribonuclease RuvC [EC:3.1.22.4]	False	0.6759999999999999	215.0	1.8499999999999996e-61								Crossover junction endodeoxyribonuclease RuvC [PF02075.17]		sp|P13004|YLYS_BPPHV Uncharacterized protein near lysin gene (Fragment); Xu	Xu	0
PKUV01_ENA|PKUV01000129|PKUV01000129.1_3	PKUV01	ENA|PKUV01000129|PKUV01000129.1	3	984	1244	-1	E																		0
PKUV01_ENA|PKUV01000129|PKUV01000129.1_4	PKUV01	ENA|PKUV01000129|PKUV01000129.1	4	1241	3307	-1	A	K06200	sus:Acid_6973  carbon starvation protein CstA; K06200 carbon starvation protein	True	0.65	869.0	2.4689999999999974e-278								Carbon starvation protein CstA [PF02554.14]; 5TM C-terminal transporter carbon starvation CstA [PF13722.6]				0
PKUV01_ENA|PKUV01000129|PKUV01000129.1_5	PKUV01	ENA|PKUV01000129|PKUV01000129.1	5	3615	4688	1	A	K00850	aca:ACP_0125  pfkA1; Phosphofructokinase (EC:2.7.1.11); K00850 6-phosphofructokinase [EC:2.7.1.11]	True	0.625	434.0	5.843999999999996e-134								Phosphofructokinase [PF00365.20]		sp|Q9L1L8|PFKA2_STRCO ATP-dependent 6-phosphofructokinase 2; Xh	Xh	0
PKUV01_ENA|PKUV01000130|PKUV01000130.1_1	PKUV01	ENA|PKUV01000130|PKUV01000130.1	1	77	1102	-1	E																		0
PKUV01_ENA|PKUV01000130|PKUV01000130.1_2	PKUV01	ENA|PKUV01000130|PKUV01000130.1	2	1123	4782	-1	A		aba:Acid345_4247  TPR repeat-containing protein	True	0.305	480.0	1.2469999999999993e-137								CHAT domain [PF12770.7]; Anaphase-promoting complex, cyclosome, subunit 3 [PF12895.7]				0
PKUV01_ENA|PKUV01000130|PKUV01000130.1_3	PKUV01	ENA|PKUV01000130|PKUV01000130.1	3	4785	5474	-1	C		sus:Acid_0945  ECF subfamily RNA polymerase sigma-24 factor	False	0.517	194.0	2.705e-53								Sigma-70 region 2 [PF04542.14]				0
PKUV01_ENA|PKUV01000130|PKUV01000130.1_4	PKUV01	ENA|PKUV01000130|PKUV01000130.1	4	5734	6765	-1	A	K01698	aba:Acid345_4300  delta-aminolevulinic acid dehydratase; K01698 porphobilinogen synthase [EC:4.2.1.24]	True	0.731	507.0	2.2609999999999983e-159								Delta-aminolevulinic acid dehydratase [PF00490.21]				0
PKUV01_ENA|PKUV01000130|PKUV01000130.1_5	PKUV01	ENA|PKUV01000130|PKUV01000130.1	5	7059	8711	1	A		aba:Acid345_4457  periplasmic sensor signal transduction histidine kinase	True	0.383	352.0	1.4279999999999995e-102								Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF02518.26]				0
PKUV01_ENA|PKUV01000130|PKUV01000130.1_6	PKUV01	ENA|PKUV01000130|PKUV01000130.1	6	8740	9690	-1	C	K00796	aba:Acid345_4496  dihydropteroate synthase; K00796 dihydropteroate synthase [EC:2.5.1.15]	False	0.518	303.0	1.552999999999999e-89								Pterin binding enzyme [PF00809.22]				0
PKUV01_ENA|PKUV01000130|PKUV01000130.1_7	PKUV01	ENA|PKUV01000130|PKUV01000130.1	7	9744	11321	1	A	K07259	aba:Acid345_4495  D-alanyl-D-alanine carboxypeptidase; K07259 D-alanyl-D-alanine carboxypeptidase / D-alanyl-D-alanine-endopeptidase (penicillin-binding protein 4) [EC:3.4.16.4 3.4.21.-]	True	0.66	672.0	2.804999999999997e-213	MER1314595	S13	MER1314595 - family S13 unassigned peptidases () [S13.UPW]#S13#{peptidase unit: 63-489}~source OLB23972~	True	0.7879999999999999	693.0	1.5709999999999987e-221	D-Ala-D-Ala carboxypeptidase 3 (S13) family [PF02113.15]				0
PKUV01_ENA|PKUV01000130|PKUV01000130.1_8	PKUV01	ENA|PKUV01000130|PKUV01000130.1	8	11506	11751	-1	E																		0
PKUV01_ENA|PKUV01000130|PKUV01000130.1_9	PKUV01	ENA|PKUV01000130|PKUV01000130.1	9	11821	11949	-1	E																		0
PKUV01_ENA|PKUV01000130|PKUV01000130.1_10	PKUV01	ENA|PKUV01000130|PKUV01000130.1	10	11946	13160	-1	A	K00639	aba:Acid345_3919  2-amino-3-ketobutyrate coenzyme A ligase; K00639 glycine C-acetyltransferase [EC:2.3.1.29]	True	0.863	723.0	4.097999999999996e-233	MER0501945	U32	MER0501945 - family U32 unassigned peptidases (Chthonomonas calidirosea) [U32.UPW]#U32#{peptidase unit: 148-232}~source YP_008089209~	False	0.5379999999999999	87.0	1.308e-16	Aminotransferase class I and II [PF00155.21]				0
PKUV01_ENA|PKUV01000130|PKUV01000130.1_11	PKUV01	ENA|PKUV01000130|PKUV01000130.1	11	13202	13750	-1	C	K03976	aba:Acid345_1766  hypothetical protein; K03976 putative transcription regulator	False	0.735	234.0	4.129999999999997e-68								Aminoacyl-tRNA editing domain [PF04073.15]				0
PKUV01_ENA|PKUV01000130|PKUV01000130.1_12	PKUV01	ENA|PKUV01000130|PKUV01000130.1	12	13801	14154	1	C	K08972	aba:Acid345_4413  membrane protein of unknown function; K08972 putative membrane protein	False	0.535	119.0	2.37e-29								Mycobacterial 4 TMS phage holin, superfamily IV [PF04020.13]				0
PKUV01_ENA|PKUV01000130|PKUV01000130.1_13	PKUV01	ENA|PKUV01000130|PKUV01000130.1	13	14171	14884	-1	C	K00859	aba:Acid345_4423  dephospho-CoA kinase; K00859 dephospho-CoA kinase [EC:2.7.1.24]	False	0.556	222.0	1.0509999999999996e-62								Dephospho-CoA kinase [PF01121.20]				0
PKUV01_ENA|PKUV01000130|PKUV01000130.1_14	PKUV01	ENA|PKUV01000130|PKUV01000130.1	14	14953	15894	-1	A	K01491	aba:Acid345_4424  methenyltetrahydrofolate cyclohydrolase; K01491 methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9]	True	0.7490000000000001	464.0	4.7289999999999976e-145								Tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain [PF02882.19]; Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain [PF00763.23]				0
PKUV01_ENA|PKUV01000130|PKUV01000130.1_15	PKUV01	ENA|PKUV01000130|PKUV01000130.1	15	16129	16383	1	C	K09791	sus:Acid_2357  hypothetical protein; K09791 hypothetical protein	False	0.687	76.0	7.135999999999999e-15												0
PKUV01_ENA|PKUV01000130|PKUV01000130.1_16	PKUV01	ENA|PKUV01000130|PKUV01000130.1	16	16658	16894	1	C		acm:AciX9_0394  hypothetical protein	False	0.513	74.0	1.925e-14												0
PKUV01_ENA|PKUV01000130|PKUV01000130.1_17	PKUV01	ENA|PKUV01000130|PKUV01000130.1	17	17368	17853	1	E																		0
PKUV01_ENA|PKUV01000130|PKUV01000130.1_18	PKUV01	ENA|PKUV01000130|PKUV01000130.1	18	17867	18367	1	E																		0
PKUV01_ENA|PKUV01000130|PKUV01000130.1_19	PKUV01	ENA|PKUV01000130|PKUV01000130.1	19	18469	19239	1	C		rca:Rcas_1028  type 11 methyltransferase	False	0.336	98.0	6.921e-20								Methyltransferase domain [PF08241.12]; Methyltransferase domain [PF13649.6]; Methyltransferase domain [PF13847.6]; ubiE/COQ5 methyltransferase family [PF01209.18]; Methyltransferase domain [PF13489.6]; Methyltransferase domain [PF08242.12]; Tellurite resistance protein TehB [PF03848.14]; Protein of unknown function (DUF1698) [PF08003.11]; Methionine biosynthesis protein MetW [PF07021.12]; Methyltransferase small domain [PF05175.14]; Nodulation protein S (NodS) [PF05401.11]; Mycolic acid cyclopropane synthetase [PF02353.20]				0
PKUV01_ENA|PKUV01000130|PKUV01000130.1_20	PKUV01	ENA|PKUV01000130|PKUV01000130.1	20	19827	20240	1	C		cfu:CFU_2007  hypothetical protein	False	0.5920000000000001	148.0	4.075e-39												0
PKUV01_ENA|PKUV01000130|PKUV01000130.1_21	PKUV01	ENA|PKUV01000130|PKUV01000130.1	21	20762	23374	-1	A		aba:Acid345_2969  AMP-dependent synthetase and ligase	True	0.552	911.0	2.397999999999997e-289								AMP-binding enzyme [PF00501.28]; Acyltransferase [PF01553.21]; Phosphopantetheine attachment site [PF00550.25]				0
PKUV01_ENA|PKUV01000130|PKUV01000130.1_22	PKUV01	ENA|PKUV01000130|PKUV01000130.1	22	23425	24000	1	C		btc:CT43_CH2094  putative cytoplasmic protein	False	0.443	101.0	6.193e-22								Bacterial CdiA-CT RNAse A domain [PF18431.1]				0
PKUV01_ENA|PKUV01000130|PKUV01000130.1_23	PKUV01	ENA|PKUV01000130|PKUV01000130.1	23	24000	24335	1	D														CdiI immunity protein [PF18593.1]				0
PKUV01_ENA|PKUV01000130|PKUV01000130.1_24	PKUV01	ENA|PKUV01000130|PKUV01000130.1	24	24381	24632	-1	C		aba:Acid345_3238  hypothetical protein	False	0.733	124.0	7.922999999999999e-32												0
PKUV01_ENA|PKUV01000130|PKUV01000130.1_25	PKUV01	ENA|PKUV01000130|PKUV01000130.1	25	24669	25001	-1	C		aba:Acid345_3237  hypothetical protein	False	0.753	145.0	2.0439999999999997e-38												0
PKUV01_ENA|PKUV01000130|PKUV01000130.1_26	PKUV01	ENA|PKUV01000130|PKUV01000130.1	26	25230	26537	1	A	K01647	sus:Acid_1653  citrate synthase (EC:2.3.3.1); K01647 citrate synthase [EC:2.3.3.1]	True	0.74	645.0	1.9729999999999985e-205								Citrate synthase, C-terminal domain [PF00285.21]				0
PKUV01_ENA|PKUV01000130|PKUV01000130.1_27	PKUV01	ENA|PKUV01000130|PKUV01000130.1	27	26569	27183	-1	E																		0
PKUV01_ENA|PKUV01000130|PKUV01000130.1_28	PKUV01	ENA|PKUV01000130|PKUV01000130.1	28	27189	30284	1	A		aba:Acid345_4380  TPR repeat-containing protein	True	0.373	640.0	7.953999999999993e-194								Tetratricopeptide repeat [PF13429.6]; Soluble NSF attachment protein, SNAP [PF14938.6]; Anaphase-promoting complex, cyclosome, subunit 3 [PF12895.7]; Tetratricopeptide repeat [PF14559.6]; MalT-like TPR region [PF17874.1]				0
PKUV01_ENA|PKUV01000130|PKUV01000130.1_29	PKUV01	ENA|PKUV01000130|PKUV01000130.1	29	30360	30728	1	C		aba:Acid345_4379  hypothetical protein	False	0.506	100.0	1.139e-22												0
PKUV01_ENA|PKUV01000130|PKUV01000130.1_30	PKUV01	ENA|PKUV01000130|PKUV01000130.1	30	30795	31682	1	A	K06966	aba:Acid345_4407  hypothetical protein; K06966	True	0.677	398.0	1.4519999999999988e-122								Possible lysine decarboxylase [PF03641.14]; SLOG cluster4 family [PF18306.1]		REFSEQ DprA superfamily protein; Xu	Xu	0
PKUV01_ENA|PKUV01000130|PKUV01000130.1_31	PKUV01	ENA|PKUV01000130|PKUV01000130.1	31	31951	33183	1	A	K06013	hoh:Hoch_5542  Ste24 endopeptidase (EC:3.4.24.84); K06013 STE24 endopeptidase [EC:3.4.24.84]	True	0.517	391.0	2.883999999999998e-118	MER0883690	M48A	MER0883690 - subfamily M48A unassigned peptidases (Sphingomonas changbaiensis) [M48.UPA]#M48A#{peptidase unit: 125-390}~source A0A0E9MK91~	False	0.5489999999999999	280.0	5.7239999999999975e-81	CAAX prenyl protease N-terminal, five membrane helices [PF16491.5]; Peptidase family M48 [PF01435.18]				0
PKUV01_ENA|PKUV01000130|PKUV01000130.1_32	PKUV01	ENA|PKUV01000130|PKUV01000130.1	32	33290	33976	1	C	K00788	aba:Acid345_4410  thiamine monophosphate synthase; K00788 thiamine-phosphate pyrophosphorylase [EC:2.5.1.3]	False	0.44	177.0	2.592e-47								Thiamine monophosphate synthase [PF02581.17]				0
PKUV01_ENA|PKUV01000130|PKUV01000130.1_33	PKUV01	ENA|PKUV01000130|PKUV01000130.1	33	33981	34739	1	C		sus:Acid_5241  hypothetical protein	False	0.601	261.0	3.177999999999998e-76								Sulfatase-modifying factor enzyme 1 [PF03781.16]; DinB superfamily [PF12867.7]		sp|A0A0H3MBJ2|PKN1_CHLT2 Serine/threonine-protein kinase Pkn1; Xh	Xh	0
PKUV01_ENA|PKUV01000130|PKUV01000130.1_34	PKUV01	ENA|PKUV01000130|PKUV01000130.1	34	34770	35093	1	C		mac:MA3649  hypothetical protein	False	0.379	62.0	9.083e-10												0
PKUV01_ENA|PKUV01000130|PKUV01000130.1_35	PKUV01	ENA|PKUV01000130|PKUV01000130.1	35	35197	36249	1	A	K00060	aba:Acid345_3920  tdh; L-threonine 3-dehydrogenase; K00060 threonine 3-dehydrogenase [EC:1.1.1.103]	True	0.8	576.0	3.6249999999999986e-183								Alcohol dehydrogenase GroES-like domain [PF08240.12]; Zinc-binding dehydrogenase [PF00107.26]; Glucose dehydrogenase C-terminus [PF16912.5]; Zinc-binding dehydrogenase [PF13602.6]		sp|O74540|FADH2_SCHPO Putative S-(hydroxymethyl)glutathione dehydrogenase 2; Xh	Xh	0
PKUV01_ENA|PKUV01000130|PKUV01000130.1_36	PKUV01	ENA|PKUV01000130|PKUV01000130.1	36	36372	37616	-1	C		aca:ACP_0027  GDSL-like lipase/acylhydrolase family protein	False	0.467	323.0	1.1439999999999995e-94								GDSL-like Lipase/Acylhydrolase family [PF13472.6]; GDSL-like Lipase/Acylhydrolase [PF00657.22]				0
